prompt_id,category,prompt,clip_score,brightness,contrast,edge_density,saturation
cou_050,counting,five ducks in a pond,0.30934789776802063,98.32,47.74,0.1845,96.91
cou_051,counting,two slices of bread,0.2926577925682068,121.3,75.46,0.1414,115.65
cou_052,counting,three scoops of ice cream,0.2748602628707886,110.36,69.32,0.0309,126.42
cou_053,counting,four pieces of sushi,0.2998836636543274,118.55,65.58,0.1386,60.26
cou_054,counting,five strawberries in a bowl,0.29386794567108154,140.71,50.84,0.1427,50.66
cou_055,counting,six donuts in a box,0.31310194730758667,116.02,71.19,0.1193,135.02
cou_056,counting,two cups of coffee,0.2930316925048828,113.93,85.5,0.1,120.85
cou_057,counting,three cupcakes on a stand,0.3033326268196106,133.55,60.2,0.0714,98.62
cou_058,counting,four slices of pizza,0.2844051718711853,101.18,73.07,0.1459,174.36
cou_059,counting,five cherries on top,0.2929421663284302,111.08,56.02,0.072,140.71
cou_060,counting,two sandwiches on a plate,0.28726887702941895,146.81,70.1,0.0785,98.22
cou_061,counting,three pencils and two erasers,0.28548192977905273,86.24,32.24,0.0082,25.41
cou_062,counting,four red balls and two blue balls,0.30592697858810425,95.5,44.3,0.1922,110.63
cou_063,counting,five tall buildings,0.29316574335098267,112.87,82.01,0.2247,103.63
cou_064,counting,six windows in a row,0.31334927678108215,133.91,92.04,0.1441,15.18
cou_065,counting,two doors side by side,0.29169660806655884,110.78,88.0,0.2172,50.66
cou_066,counting,three stairs going up,0.28733062744140625,104.62,81.16,0.1974,28.48
cou_067,counting,four picture frames on a wall,0.3466912508010864,155.51,63.24,0.0469,12.41
cou_068,counting,five coins on a table,0.30675214529037476,93.87,63.04,0.0855,152.67
cou_069,counting,two clocks showing different times,0.3251357078552246,122.17,77.3,0.0557,73.08
cou_070,counting,three mirrors reflecting,0.2796299159526825,100.7,42.38,0.1936,98.51
cou_071,counting,four seasons in pictures,0.31534135341644287,119.8,72.77,0.1791,175.43
cou_072,counting,three mountain peaks,0.30063414573669434,110.69,50.55,0.1344,108.67
cou_073,counting,two rivers meeting,0.27622270584106445,118.05,41.58,0.131,55.63
cou_074,counting,five clouds in the sky,0.2778016924858093,112.34,68.13,0.0287,173.75
cou_075,counting,four leaves on a stem,0.2815479338169098,125.45,34.61,0.3082,50.67
cou_076,counting,six waves on a beach,0.28326845169067383,120.15,47.34,0.1379,93.4
cou_077,counting,three stones stacked,0.31279581785202026,121.75,49.64,0.0127,38.95
cou_078,counting,two rainbows crossing,0.28620803356170654,121.78,50.95,0.0645,132.82
cou_079,counting,four trees in autumn,0.3006722629070282,84.48,59.92,0.2245,143.63
cou_080,counting,five snowflakes falling,0.30074983835220337,116.82,75.42,0.1277,108.29
cou_081,counting,two horses running,0.29480040073394775,134.11,52.96,0.1339,92.59
cou_082,counting,three elephants walking,0.32705122232437134,121.04,80.04,0.1873,87.26
cou_083,counting,four penguins standing,0.331895649433136,117.82,60.88,0.0647,35.01
cou_084,counting,five flamingos in water,0.3178950548171997,151.56,42.42,0.0496,130.77
cou_085,counting,six ladybugs on a leaf,0.34444642066955566,97.2,33.36,0.0783,95.33
cou_086,counting,two owls on a branch,0.3272189497947693,134.57,47.67,0.1222,81.22
cou_087,counting,three frogs on lily pads,0.34383314847946167,111.35,67.77,0.1056,188.25
cou_088,counting,four rabbits in grass,0.32690513134002686,142.51,49.74,0.1474,154.67
cou_089,counting,five goldfish swimming,0.32279297709465027,118.22,40.73,0.0581,203.5
cou_090,counting,two turtles on a log,0.34496209025382996,110.34,69.2,0.2072,129.95
cou_091,counting,seven musical notes,0.24574095010757446,112.85,39.64,0.0335,6.11
cou_092,counting,eight chess pieces,0.2859312891960144,112.69,76.09,0.0444,123.02
cou_093,counting,nine circles in a pattern,0.31390756368637085,105.62,90.25,0.3417,51.71
cou_094,counting,ten dots in two rows,0.30126482248306274,130.2,117.41,0.1166,64.28
cou_095,counting,three hearts in a row,0.28024694323539734,89.99,34.69,0.01,26.99
cou_096,counting,four arrows pointing,0.278751939535141,100.39,38.96,0.0275,87.88
cou_097,counting,five gears interlocking,0.29688772559165955,129.17,68.62,0.0999,29.62
cou_098,counting,six hexagons together,0.31110677123069763,113.38,60.53,0.0886,20.38
cou_099,counting,two triangles overlapping,0.27287405729293823,98.5,26.74,0.0912,12.08
cou_100,counting,four squares in a grid,0.2618466019630432,149.16,110.82,0.1572,45.01
sty_001,styles,a watercolor painting of a mountain,0.3405682146549225,121.59,43.03,0.016,62.1
sty_002,styles,an oil painting of a sunset,0.3523029088973999,94.79,29.98,0.0065,131.35
sty_003,styles,a pencil sketch of a portrait,0.3194960355758667,114.83,32.92,0.0449,4.15
sty_004,styles,an impressionist painting of a garden,0.14693012833595276,102.01,57.86,0.1237,140.35
sty_005,styles,a realistic painting of a tiger,0.1666470468044281,131.56,65.32,0.1456,70.59
sty_006,styles,a charcoal drawing of a tree,0.17628538608551025,102.86,37.83,0.197,111.58
sty_007,styles,a pastel drawing of flowers,0.13020500540733337,120.71,46.91,0.0916,16.18
sty_008,styles,a renaissance painting of angels,0.16491782665252686,107.41,87.9,0.0981,160.14
sty_009,styles,a baroque painting of a feast,0.17903929948806763,108.21,55.01,0.0202,107.48
sty_010,styles,an acrylic painting of the ocean,0.2150750607252121,103.48,60.43,0.1782,173.63
sty_011,styles,a digital art of a city,0.1710166335105896,124.86,55.29,0.0854,4.54
sty_012,styles,an abstract painting with circles,0.19808970391750336,102.9,48.59,0.133,110.57
sty_013,styles,a pop art portrait,0.19901791214942932,137.74,36.13,0.0325,67.7
sty_014,styles,a cubist painting of a face,0.2239399254322052,145.86,82.93,0.0666,73.83
sty_015,styles,a surrealist painting of a clock,0.23323193192481995,120.89,40.99,0.091,11.93
sty_016,styles,a minimalist design of a chair,0.16202199459075928,119.51,26.85,0.0043,78.39
sty_017,styles,a pixel art of a spaceship,0.1529211550951004,97.37,57.27,0.0965,125.1
sty_018,styles,a vector illustration of a logo,0.21337106823921204,142.07,83.8,0.067,126.51
sty_019,styles,a graffiti style mural,0.1917397677898407,138.39,57.6,0.0972,12.94
sty_020,styles,a contemporary art installation,0.16526709496974945,126.15,54.16,0.0223,27.65
sty_021,styles,a photograph of a beach,0.2747480869293213,100.55,28.86,0.0792,116.84
sty_022,styles,a vintage photograph of a street,0.31756672263145447,114.02,70.08,0.1136,42.14
sty_023,styles,a black and white photograph of a person,0.2539529502391815,123.75,59.47,0.0401,13.65
sty_024,styles,a macro photograph of an insect,0.3010045289993286,83.12,58.03,0.2575,55.79
sty_025,styles,a long exposure photograph of stars,0.3156229853630066,94.37,50.22,0.0901,134.27
sty_026,styles,a portrait photograph with bokeh,0.2884231209754944,125.15,44.91,0.0015,2.75
sty_027,styles,a landscape photograph at golden hour,0.2971615791320801,86.61,39.67,0.1568,180.82
sty_028,styles,a street photography scene,0.27357548475265503,112.34,64.86,0.1375,70.18
sty_029,styles,an aerial photograph of a city,0.3045763075351715,121.86,43.49,0.2472,30.75
sty_030,styles,an underwater photograph of coral,0.3068068027496338,91.2,61.12,0.2273,173.09
sty_031,styles,a cartoon drawing of a robot,0.3111169934272766,146.66,119.6,0.0961,12.37
sty_032,styles,a manga style drawing of a hero,0.3030891716480255,130.64,67.6,0.1074,15.9
sty_033,styles,a comic book illustration of a superhero,0.2769946753978729,93.49,66.44,0.1035,199.87
sty_034,styles,a children's book illustration of animals,0.3276916742324829,140.95,33.17,0.0485,140.62
sty_035,styles,a botanical illustration of a rose,0.28344982862472534,119.65,22.19,0.0227,39.44
sty_036,styles,a scientific illustration of anatomy,0.29047930240631104,111.68,75.38,0.1442,139.03
sty_037,styles,a fashion illustration of a dress,0.33388522267341614,139.47,41.42,0.0814,11.2
sty_038,styles,a architectural drawing of a building,0.31244271993637085,150.17,77.32,0.224,30.32
sty_039,styles,a technical drawing of a machine,0.3434544801712036,149.89,75.1,0.0904,22.08
sty_040,styles,a storyboard sketch of a scene,0.3286736309528351,115.75,28.95,0.0866,4.95
sty_041,styles,a japanese ink wash painting of bamboo,0.34663212299346924,115.28,42.21,0.0866,12.1
sty_042,styles,a chinese calligraphy artwork,0.3365621566772461,129.03,63.47,0.0552,66.21
sty_043,styles,an indian mandala design,0.31456196308135986,127.22,101.47,0.203,129.77
sty_044,styles,an african tribal pattern,0.2884176969528198,116.6,107.86,0.2107,113.64
sty_045,styles,a native american dreamcatcher art,0.3547042906284332,158.92,92.04,0.1147,68.46
sty_046,styles,a celtic knot design,0.3562107980251312,142.07,117.66,0.1205,13.85
sty_047,styles,a persian miniature painting,0.3324231207370758,114.88,50.36,0.2558,137.57
sty_048,styles,a mexican folk art skull,0.3386054039001465,103.63,61.8,0.1734,185.27
sty_049,styles,an australian aboriginal dot painting,0.3161498010158539,106.97,92.0,0.0477,81.15
sty_050,styles,a greek mosaic pattern,0.30776309967041016,122.72,83.82,0.251,108.27
sty_051,styles,a photorealistic rendering of a car,0.30795353651046753,120.53,56.38,0.0472,71.3
sty_052,styles,a 3D render of a room,0.29202139377593994,127.81,59.36,0.0627,42.9
sty_053,styles,a low poly art of a deer,0.3836743235588074,102.41,44.05,0.0364,121.15
sty_054,styles,an isometric illustration of a house,0.3447803258895874,150.77,43.63,0.1329,54.24
sty_055,styles,a flat design icon set,0.317834734916687,133.32,35.31,0.0215,154.72
sty_056,styles,a neon light art sign,0.3162890672683716,110.95,67.4,0.0366,112.13
sty_057,styles,a holographic display design,0.28409022092819214,125.09,73.08,0.0823,105.64
sty_058,styles,a wireframe model of a chair,0.33835098147392273,147.33,54.1,0.0828,12.38
sty_059,styles,a voxel art castle,0.3267591595649719,101.62,51.5,0.0962,157.38
sty_060,styles,a tilt shift photograph of a city,0.3623397946357727,123.47,56.74,0.1406,62.57
sty_061,styles,an art nouveau poster design,0.33373013138771057,88.12,101.79,0.1408,140.05
sty_062,styles,an art deco building facade,0.3014669418334961,127.3,85.21,0.1559,83.92
sty_063,styles,a victorian era portrait,0.2764180302619934,114.99,66.52,0.1031,13.26
sty_064,styles,a medieval illuminated manuscript,0.32591551542282104,109.82,72.52,0.1794,131.4
sty_065,styles,a 1950s advertisement style,0.2913086414337158,116.78,94.59,0.0961,131.19
sty_066,styles,a 1980s synthwave aesthetic,0.33057624101638794,98.63,59.44,0.1655,211.82
sty_067,styles,a retro futuristic scene,0.3188546895980835,128.4,57.86,0.169,103.22
sty_068,styles,a steampunk mechanical device,0.34283798933029175,91.21,62.3,0.1235,118.26
sty_069,styles,a cyberpunk city street,0.33959776163101196,118.69,66.23,0.1689,95.6
sty_070,styles,a vaporwave aesthetic image,0.29677507281303406,102.14,63.3,0.1667,199.05
sty_071,styles,an embroidery design of flowers,0.3798547685146332,154.24,62.24,0.1627,104.42
sty_072,styles,a stained glass window design,0.32788729667663574,108.9,87.87,0.1463,174.62
sty_073,styles,a wood carving of an animal,0.32259637117385864,117.61,42.2,0.0379,87.91
sty_074,styles,a metal sculpture of a figure,0.3054523468017578,119.45,56.23,0.0419,49.96
sty_075,styles,a sand art mandala,0.3697567880153656,111.08,48.99,0.12,179.54
sty_076,styles,a chalk art on pavement,0.32589131593704224,142.41,57.15,0.1647,93.24
sty_077,styles,a paper cut art silhouette,0.3546987771987915,114.21,97.25,0.1665,74.26
sty_078,styles,a collage of magazine clippings,0.2960662841796875,109.75,90.34,0.1041,51.05
sty_079,styles,a mosaic tile artwork,0.33365678787231445,105.61,64.9,0.2122,150.09
sty_080,styles,a tapestry weaving pattern,0.3182640075683594,117.21,52.72,0.3133,134.33
sty_081,styles,a double exposure photograph,0.28012311458587646,107.93,48.2,0.0029,5.08
sty_082,styles,a glitch art portrait,0.341172993183136,96.96,51.92,0.0963,188.81
sty_083,styles,a cyanotype botanical print,0.3621405363082886,127.41,64.54,0.1096,110.65
sty_084,styles,a linocut print of a landscape,0.3651335835456848,132.92,82.43,0.2533,36.39
sty_085,styles,an etching of a cityscape,0.3411562144756317,122.35,40.69,0.1601,42.26
sty_086,styles,a woodblock print of waves,0.3471820056438446,117.84,84.66,0.1233,35.38
sty_087,styles,a screen print poster,0.2945866286754608,134.46,80.09,0.1319,42.1
sty_088,styles,a risograph printed zine cover,0.32319530844688416,152.94,60.76,0.1403,110.37
sty_089,styles,a lenticular animated image,0.3004007935523987,132.34,57.06,0.1036,109.96
sty_090,styles,an augmented reality overlay,0.2621012330055237,112.26,58.84,0.0653,98.61
